profile_gender,profile_age,profile_income,profile_membership_days,transcript_time,offer_completed,offer_received,offer_viewed,offer_transaction,transcript_amount,transcript_reward,meta_reward,meta_required_spending,meta_max_hours,successful_offer,transaction_amount_rate,user_category,0,1,2,3,4,5,6,7,8,9,10
1,56.0,94000.0,1317,315.4736842105263,3,4,4,8,179.46999999999997,25.0,75.0,75.0,82.10526315789474,3,1.533562583979733,2,1,0,0,1,0,1,0,0,0,0,1
2,84.0,38000.0,2048,279.2,2,5,4,19,63.64,4.0,34.0,90.0,59.2,2,0.5438007624921727,1,1,1,0,0,1,0,0,1,1,0,0
1,76.0,68000.0,1026,457.84615384615387,0,5,5,3,7.300000000000001,0.0,54.0,70.0,121.84615384615384,0,0.06237815157436928,1,1,1,0,1,0,1,0,0,0,0,1
1,46.0,34000.0,1784,301.38461538461536,3,6,4,13,118.79,20.0,57.0,65.0,75.6923076923077,3,1.015054880208127,2,1,1,0,0,0,1,1,0,0,0,1
1,66.0,60000.0,1321,404.25,0,4,4,0,0.0,0.0,36.0,44.0,144.0,0,0.0,1,0,0,1,1,0,0,1,0,0,0,0
1,43.0,41000.0,2183,384.54545454545456,2,5,5,10,32.51,7.0,61.0,85.0,86.18181818181819,2,0.2777963983127048,1,1,1,0,0,1,0,1,0,0,0,1
1,59.0,59000.0,2239,335.29411764705884,2,5,5,5,71.47,15.0,45.0,45.0,84.70588235294117,2,0.6107077387698866,1,1,0,0,0,1,0,1,0,0,0,1
2,65.0,97000.0,1574,250.66666666666666,2,2,1,4,88.18,15.0,40.0,70.0,93.33333333333333,1,0.753493891209299,1,1,0,0,0,1,0,0,0,0,1,0
2,75.0,65000.0,1170,449.29411764705884,1,4,4,8,120.56000000000002,2.0,6.0,30.0,70.58823529411765,1,1.0301794457268438,0,1,1,0,0,0,0,0,0,1,0,1
1,23.0,35000.0,1283,421.6363636363636,0,4,3,4,10.26,0.0,25.0,25.0,63.27272727272727,0,0.08767121029493544,1,1,0,0,0,1,0,1,0,1,0,0
2,62.0,92000.0,1961,301.4117647058824,4,4,3,6,136.79999999999998,25.0,73.0,101.0,91.76470588235294,3,1.168949470599139,2,1,0,1,0,1,0,0,1,0,0,0
1,67.0,89000.0,1024,333.0,2,5,5,6,145.38,15.0,65.0,110.0,100.0,2,1.2422651610796993,0,1,0,0,0,1,1,0,0,1,1,1
2,46.0,60000.0,1935,372.6,4,6,5,5,52.49,27.0,75.0,115.0,106.8,4,0.44852454467652647,3,1,0,0,0,1,0,1,1,0,0,1
1,37.0,63000.0,1109,363.375,2,4,4,6,94.10000000000001,5.0,15.0,51.0,84.0,2,0.8040800086504314,1,1,0,1,0,0,0,0,1,1,0,1
2,37.0,83000.0,1488,321.0,2,3,3,6,150.61,10.0,30.0,75.0,87.42857142857143,2,1.2869552614542132,0,1,0,0,1,0,0,0,0,1,1,0
1,74.0,50000.0,1067,412.2,0,3,3,4,16.38,0.0,30.0,30.0,62.4,0,0.1399663181901601,1,1,0,0,1,1,0,0,0,1,0,0
2,74.0,85000.0,2687,368.25,0,2,1,5,102.67,0.0,5.0,20.0,48.0,0,0.8773102496082867,1,1,0,0,0,0,0,0,0,1,1,0
2,75.0,53000.0,1451,327.85714285714283,5,5,5,13,213.67999999999995,34.0,102.0,150.0,84.85714285714286,5,1.8258854011522223,2,1,0,0,0,1,1,0,1,0,0,0
2,54.0,89000.0,1305,411.42857142857144,2,5,3,4,96.39999999999999,20.0,50.0,50.0,89.14285714285714,2,0.8237333988724928,1,1,0,0,0,0,1,0,0,1,0,1
1,66.0,88000.0,1341,457.2,4,4,4,8,162.26,14.0,42.0,90.0,111.6,4,1.3865039554050902,2,1,1,0,0,0,0,1,1,0,0,0
1,55.0,62000.0,1106,404.7692307692308,0,4,3,6,15.95,0.0,42.0,50.0,68.3076923076923,0,0.1362919887138616,1,1,0,0,1,1,0,0,1,0,0,0
2,58.0,58000.0,1039,435.7142857142857,4,5,5,7,100.17999999999999,20.0,80.0,161.0,121.14285714285714,4,0.8560333184548374,3,1,1,1,0,1,0,0,0,0,1,0
1,58.0,86000.0,1018,401.5,2,4,3,3,57.480000000000004,12.0,46.0,70.0,120.0,2,0.4911638565061296,1,1,1,0,0,1,1,0,0,1,0,0
2,69.0,83000.0,2020,309.0,1,5,1,1,24.38,2.0,6.0,30.0,111.0,1,0.20832593635385244,1,1,0,0,0,0,0,0,1,0,0,1
1,26.0,65000.0,1500,375.9310344827586,2,6,4,17,49.28999999999999,10.0,65.0,95.0,64.55172413793103,2,0.42118069741104947,1,1,0,0,0,0,1,1,0,1,1,0
1,32.0,34000.0,1054,451.0,0,2,1,3,4.59,0.0,5.0,5.0,52.0,0,0.03922133092141849,1,1,0,0,0,0,0,1,0,1,0,0
1,37.0,99000.0,1898,257.57142857142856,1,2,2,9,232.52000000000004,3.0,9.0,21.0,46.285714285714285,1,1.9868723019277186,0,1,0,1,0,0,0,0,0,1,0,0
2,53.0,89000.0,1106,442.5,1,2,1,4,1087.98,10.0,30.0,30.0,57.0,1,9.296737171216751,0,1,0,0,0,1,0,0,0,0,0,1
1,50.0,33000.0,1127,334.32,3,5,5,12,83.92,13.0,45.0,65.0,70.08,3,0.7170923945371328,1,1,0,1,1,0,0,0,0,0,0,1
1,55.0,95000.0,1672,360.75,3,4,4,5,98.82,22.0,86.0,110.0,109.5,3,0.8444121833670097,1,1,0,0,0,1,1,0,1,0,0,0
1,58.0,87000.0,1113,369.0,1,5,5,3,70.28,10.0,60.0,60.0,104.57142857142857,1,0.6005392455680373,1,1,0,0,1,0,1,0,0,0,0,1
2,54.0,105000.0,1470,250.2,3,4,4,9,234.82999999999998,10.0,30.0,66.0,88.8,3,2.0066111416724843,2,1,1,1,1,0,0,0,0,0,0,1
2,78.0,74000.0,1588,301.8,4,4,4,8,156.57,17.0,51.0,111.0,115.2,4,1.3378831769861639,2,1,1,1,0,1,0,0,0,0,0,0
1,24.0,56000.0,1447,331.0,2,3,2,17,74.74999999999999,5.0,15.0,51.0,55.0,2,0.6387351822170003,1,1,1,1,0,0,0,0,0,0,0,1
2,39.0,55000.0,1522,437.7692307692308,5,5,5,11,160.01000000000002,26.0,78.0,102.0,85.84615384615384,5,1.367277812796552,2,1,0,1,1,1,0,1,0,0,0,0
2,62.0,51000.0,1326,375.6,0,6,4,0,0.0,0.0,48.0,140.0,211.2,0,0.0,1,0,1,0,0,0,1,0,1,0,1,0
1,76.0,88000.0,1796,330.44444444444446,5,5,4,13,320.1099999999999,25.0,70.0,106.0,89.77777777777777,4,2.735324671297444,2,1,1,1,0,1,0,1,0,0,0,0
1,78.0,59000.0,1377,247.125,2,6,2,6,95.11,13.0,43.0,74.0,87.0,2,0.8127104104435975,1,1,0,1,0,1,0,0,1,0,1,1
1,47.0,50000.0,1257,219.23076923076923,1,2,1,9,32.75,10.0,30.0,30.0,35.07692307692308,1,0.27984718685761556,1,1,0,0,0,1,0,0,0,0,0,1
2,51.0,90000.0,1431,478.7142857142857,2,4,4,4,110.80000000000001,20.0,70.0,70.0,99.42857142857143,2,0.9467807115671392,1,1,0,0,0,1,1,1,0,0,0,1
2,68.0,59000.0,1962,336.0,3,5,5,17,732.34,25.0,81.0,89.0,58.4,3,6.2578103457498075,2,1,0,1,1,1,1,0,0,0,0,1
2,59.0,58000.0,1019,266.4,0,4,1,0,0.0,0.0,30.0,45.0,148.8,0,0.0,1,0,0,0,0,1,0,1,0,0,1,1
2,70.0,75000.0,1040,453.3333333333333,1,4,3,1,24.78,5.0,20.0,20.0,101.33333333333333,1,0.21174391726203706,1,1,0,0,1,0,0,1,0,0,0,1
2,75.0,59000.0,998,304.2,0,4,4,2,34.82,0.0,30.0,60.0,105.6,0,0.29753523805747095,1,1,0,0,0,1,0,0,0,1,1,1
1,38.0,53000.0,1037,208.0,2,3,2,8,30.3,5.0,17.0,61.0,92.8,2,0.2589120537949848,1,1,1,1,0,0,0,0,1,0,0,0
2,47.0,72000.0,1216,266.7,2,4,4,10,189.14000000000001,20.0,60.0,60.0,67.2,2,1.6161922724350966,0,1,0,0,0,0,1,0,0,1,0,1
1,75.0,110000.0,1547,425.6,4,4,3,4,98.16,19.0,55.0,95.0,128.0,3,0.8387725148685051,1,1,1,0,0,1,0,1,1,0,0,0
1,47.0,57000.0,1550,304.7368421052632,2,4,4,9,121.38,12.0,56.0,80.0,73.26315789473684,2,1.0371863065886222,0,1,0,0,0,1,1,0,1,0,0,1
1,64.0,90000.0,1259,383.6842105263158,3,6,3,7,185.77,13.0,31.0,81.0,93.47368421052632,3,1.5873957832836412,2,1,0,1,0,0,0,1,1,1,1,0
1,38.0,49000.0,1267,337.6666666666667,1,5,4,8,20.470000000000002,5.0,61.0,69.0,74.66666666666667,1,0.17491517297634784,1,1,0,1,1,1,1,0,0,0,0,0
1,39.0,99000.0,1961,327.0,2,2,2,8,187.51999999999998,12.0,36.0,60.0,61.714285714285715,2,1.6023494497569486,0,1,0,0,0,1,0,0,1,0,0,0
2,21.0,34000.0,2625,278.8421052631579,2,5,2,10,42.48,6.0,23.0,62.0,75.78947368421052,2,0.3629895724492064,1,1,0,1,0,0,0,0,0,0,1,1
1,28.0,46000.0,1774,399.48387096774195,2,5,4,20,75.49000000000002,6.0,43.0,82.0,52.645161290322584,2,0.6450584468971422,1,1,0,1,0,1,0,0,0,1,1,0
1,63.0,52000.0,2574,315.1111111111111,2,4,4,17,48.95999999999999,5.0,45.0,81.0,66.66666666666667,2,0.4183608631617971,1,1,1,1,1,0,1,0,0,0,0,0
1,23.0,41000.0,1237,361.0,1,5,4,8,38.28,3.0,24.0,51.0,73.33333333333333,1,0.32710077291326795,1,1,0,1,1,0,0,0,0,1,1,1
1,19.0,67000.0,1126,313.2857142857143,1,6,3,4,10.45,3.0,23.0,66.0,116.57142857142857,1,0.08929475122632313,1,1,1,1,0,0,0,1,0,1,1,1
1,94.0,82000.0,1649,269.4,3,4,4,9,199.89,12.0,36.0,60.0,96.0,3,1.708050509342558,2,1,1,0,0,0,0,1,0,0,0,1
1,52.0,62000.0,1559,342.0,3,5,3,25,71.31999999999998,8.0,26.0,82.0,54.666666666666664,3,0.6094259959293171,1,1,1,1,0,0,0,0,1,1,0,0
2,70.0,87000.0,1387,331.84615384615387,2,4,2,5,126.19,7.0,21.0,75.0,103.38461538461539,2,1.0782875270095422,0,1,0,0,0,0,0,1,1,0,1,1
2,51.0,119000.0,1721,406.5882352941176,4,5,1,7,205.62000000000003,17.0,39.0,85.0,101.6470588235294,1,1.757013085852303,0,1,0,0,0,0,0,1,1,1,1,0
1,34.0,67000.0,2547,274.4,1,3,2,9,49.09,5.0,25.0,25.0,44.8,1,0.41947170695695724,1,1,0,0,1,0,1,0,0,1,0,0
2,21.0,70000.0,1883,406.05405405405406,5,5,5,22,414.24,26.0,78.0,150.0,81.72972972972973,5,3.53966102851599,2,1,1,0,0,1,1,0,0,0,0,0
1,66.0,88000.0,1781,413.3333333333333,5,5,5,12,272.11,21.0,63.0,135.0,96.0,5,2.325166962315291,2,1,1,0,0,1,0,1,1,0,0,0
1,78.0,34000.0,1130,281.0769230769231,0,5,3,5,7.6,0.0,22.0,70.0,118.15384615384616,0,0.06494163725550774,1,1,1,0,1,0,0,0,1,0,0,0
2,78.0,79000.0,2013,356.47058823529414,3,4,2,8,213.39000000000001,20.0,60.0,60.0,80.47058823529412,2,1.823407364993789,0,1,0,0,0,1,0,1,0,0,0,0
1,80.0,89000.0,1317,436.4,2,5,5,3,69.44,7.0,41.0,110.0,123.2,2,0.5933614856608496,1,1,0,0,0,0,1,0,1,1,1,0
1,29.0,50000.0,1200,378.0,0,4,0,3,13.2,0.0,9.0,25.0,85.71428571428571,0,0.11279336997009237,1,1,0,0,0,0,0,1,1,0,0,1
1,45.0,67000.0,1474,327.0967741935484,2,5,4,20,76.21000000000001,10.0,59.0,75.0,54.96774193548387,2,0.6512108125318744,1,1,0,0,1,0,1,1,1,0,0,0
1,66.0,62000.0,1352,343.30434782608694,5,5,5,8,134.21,35.0,105.0,105.0,97.04347826086956,5,1.146818044218644,2,1,0,0,1,1,1,1,0,0,0,0
1,54.0,57000.0,1207,366.6,1,4,4,1,9.76,5.0,29.0,69.0,151.2,1,0.08339873415970467,1,1,0,1,0,0,0,1,1,0,0,0
2,72.0,77000.0,1367,430.8,0,4,3,3,60.129999999999995,0.0,0.0,0.0,55.2,0,0.5138079800228527,1,1,0,0,0,0,0,0,0,1,0,1
1,52.0,77000.0,1312,256.2857142857143,1,2,2,2,41.17,2.0,6.0,30.0,130.28571428571428,1,0.35179568497490177,1,1,1,0,0,0,0,0,0,0,0,1
2,82.0,81000.0,1789,309.3,3,4,4,9,171.73000000000002,18.0,74.0,86.0,85.2,3,1.467424653406361,2,1,0,1,1,0,1,0,0,0,0,0
2,34.0,34000.0,2242,372.41379310344826,2,4,4,19,57.550000000000004,15.0,55.0,79.0,57.93103448275862,2,0.4917620031650619,1,1,1,1,0,1,0,1,0,0,0,0
1,51.0,68000.0,2461,404.60869565217394,5,5,5,8,145.96999999999997,17.0,51.0,201.0,137.7391304347826,5,1.2473066829192714,2,1,1,1,0,0,0,0,1,0,1,0
1,49.0,114000.0,1060,284.0,0,5,1,0,0.0,0.0,30.0,45.0,164.0,0,0.0,1,0,0,0,1,0,0,1,0,0,1,0
2,24.0,51000.0,1088,281.6,2,2,1,10,142.22,7.0,16.0,70.0,80.0,1,1.2152631119050408,0,1,1,0,0,0,0,0,0,0,1,0
1,57.0,98000.0,1012,313.2631578947368,3,5,5,6,173.60000000000002,17.0,81.0,105.0,102.3157894736842,3,1.4834037141521244,2,1,0,0,0,1,0,1,1,0,0,0
2,58.0,37000.0,1129,404.6666666666667,0,3,1,5,12.34,0.0,25.0,25.0,66.66666666666667,0,0.10544471101749546,1,1,0,0,0,0,1,1,0,0,0,1
1,59.0,53000.0,1199,402.46153846153845,0,5,4,4,7.140000000000001,0.0,33.0,65.0,116.3076923076923,0,0.06101095921109543,1,1,1,0,0,1,0,1,0,1,0,0
1,77.0,56000.0,1979,278.4,3,4,3,10,178.96,18.0,49.0,61.0,69.6,3,1.529204658321798,2,1,0,1,0,1,0,1,0,0,0,1
1,51.0,71000.0,1447,359.1818181818182,4,5,2,11,696.4000000000001,14.0,30.0,130.0,98.18181818181819,2,5.95070476114942,0,1,1,0,0,0,0,0,1,1,1,0
2,68.0,97000.0,1292,354.0,0,3,3,1,16.8,0.0,30.0,30.0,109.71428571428571,0,0.14355519814375395,1,1,0,0,1,0,1,0,0,0,0,1
1,45.0,99000.0,1326,381.39130434782606,4,4,4,11,287.47,19.0,57.0,105.0,106.43478260869566,4,2.4564174291895804,2,1,1,0,0,0,1,1,0,0,0,0
2,19.0,60000.0,1890,477.5625,3,6,6,17,233.43999999999997,22.0,76.0,100.0,69.0,3,1.9947336580165427,2,1,1,0,0,1,1,1,0,1,0,0
1,42.0,61000.0,1620,480.0,3,5,2,11,185.81000000000003,17.0,49.0,65.0,73.14285714285714,2,1.5877375813744599,0,1,0,0,0,0,1,1,1,0,0,1
1,66.0,118000.0,1145,449.14285714285717,4,4,1,5,156.89999999999998,14.0,33.0,95.0,118.28571428571429,1,1.3407030112354161,0,1,1,0,1,0,0,0,1,0,1,0
1,67.0,60000.0,1798,445.8,2,3,3,12,53.58999999999999,13.0,39.0,51.0,50.4,2,0.45792399217403407,1,1,0,1,0,1,0,0,0,1,0,0
1,28.0,32000.0,1531,312.0,1,3,2,8,62.58,3.0,14.0,41.0,63.42857142857143,1,0.5347431130854834,1,1,0,1,0,0,0,0,0,1,1,0
2,49.0,50000.0,987,309.2,0,5,3,7,16.53,0.0,70.0,70.0,83.2,0,0.14124806103072934,1,1,0,0,0,1,1,1,0,0,0,0
1,57.0,62000.0,1178,442.6666666666667,0,5,3,10,18.019999999999996,0.0,55.0,70.0,58.666666666666664,0,0.153980039913717,1,1,0,0,1,1,0,0,0,0,1,1
1,65.0,61000.0,1120,410.25,3,5,2,6,24.0,8.0,21.0,65.0,109.5,2,0.20507885449107707,1,1,1,1,0,0,0,0,0,0,0,1
1,26.0,31000.0,1899,341.14285714285717,2,5,2,12,18.91,4.0,12.0,60.0,69.71428571428571,2,0.1615850474344278,1,1,1,0,0,0,0,0,1,1,0,1
2,52.0,70000.0,1177,322.2,0,5,5,0,0.0,0.0,20.0,44.0,153.6,0,0.0,1,0,1,1,0,0,0,1,0,0,0,1
2,37.0,93000.0,1930,374.64,4,6,6,9,226.6,19.0,57.0,150.0,103.68,4,1.936286184486586,2,1,1,0,0,1,0,0,1,1,1,0
2,52.0,84000.0,2078,335.0,2,4,3,9,215.08999999999997,20.0,60.0,60.0,60.0,2,1.8379337838535734,0,1,0,0,0,1,1,0,0,1,0,0
1,44.0,46000.0,1295,432.6,0,3,2,5,23.93,0.0,42.0,50.0,64.8,0,0.20448070783214475,1,1,0,0,0,1,0,0,1,0,0,0
2,65.0,58000.0,1292,321.0,2,5,3,4,53.32,7.0,19.0,35.0,84.0,2,0.4556168550610095,1,1,0,0,1,0,0,0,1,0,0,1
1,84.0,37000.0,1230,362.8421052631579,2,4,3,10,83.76,12.0,54.0,70.0,56.8421052631579,2,0.7157252021738589,1,1,0,0,0,1,0,0,1,1,0,0
2,83.0,51000.0,2789,291.42857142857144,4,4,4,9,107.67999999999998,24.0,72.0,120.0,116.57142857142857,4,0.9201204604832989,3,1,1,0,0,0,1,0,0,0,0,0
2,22.0,71000.0,1152,345.0,0,5,1,4,21.79,0.0,27.0,50.0,84.0,0,0.18619450997335704,1,1,0,0,0,1,0,0,1,0,1,1
1,38.0,65000.0,1295,367.125,3,4,4,5,81.49,17.0,55.0,140.0,133.5,3,0.6963281605199112,1,1,1,0,0,1,0,0,1,0,1,0
1,43.0,33000.0,1155,342.0,0,5,4,3,6.0,0.0,18.0,50.0,120.0,0,0.05126971362276927,1,1,1,0,1,0,0,0,0,1,0,1
1,90.0,51000.0,1676,376.4117647058824,5,5,5,19,218.82,18.0,54.0,102.0,76.23529411764706,5,1.869806455822395,2,1,1,1,1,0,0,1,0,0,0,0
2,49.0,84000.0,1292,408.0,3,4,4,7,147.15,17.0,51.0,75.0,104.0,3,1.2573897265984162,2,1,1,0,0,0,1,1,0,1,0,0
2,73.0,115000.0,1085,393.27272727272725,2,5,2,2,59.18,12.0,42.0,74.0,117.81818181818181,2,0.5056902753659142,1,1,0,1,0,1,0,0,1,0,0,1
2,41.0,79000.0,1337,345.9230769230769,5,5,5,11,238.97,24.0,72.0,210.0,130.15384615384616,5,2.041987244072195,2,1,1,0,0,0,1,0,0,0,1,0
1,67.0,53000.0,1259,283.2,1,6,1,7,20.449999999999996,2.0,31.0,55.0,73.6,1,0.17474427393093855,1,1,0,0,0,1,0,1,1,0,0,1
1,52.0,35000.0,2663,405.27272727272725,2,5,3,23,44.809999999999995,7.0,56.0,110.0,61.81818181818182,2,0.38289931123938176,1,1,1,0,0,0,1,1,0,0,1,0
1,44.0,77000.0,1276,376.5882352941176,3,6,6,2,39.0,18.0,104.0,161.0,141.1764705882353,3,0.3332531385480002,1,1,0,1,1,1,1,0,0,0,1,0
2,84.0,66000.0,1674,369.3,4,5,5,6,90.5,25.0,85.0,130.0,121.2,4,0.7733181804767697,3,1,0,0,1,0,1,1,0,0,1,0
1,59.0,63000.0,1117,273.42857142857144,0,4,3,0,0.0,0.0,29.0,60.0,157.71428571428572,0,0.0,1,0,1,0,0,1,0,0,0,1,1,0
2,49.0,76000.0,1121,283.5,1,4,3,4,75.14999999999999,10.0,45.0,60.0,82.0,1,0.642153163125185,1,1,0,0,1,1,0,0,0,1,1,0
1,24.0,46000.0,1224,339.0,2,5,3,10,25.44,4.0,55.0,95.0,90.0,2,0.2173835857605417,1,1,1,0,0,1,1,1,1,0,0,0
1,38.0,39000.0,1146,273.75,0,4,2,2,3.95,0.0,19.0,58.0,135.0,0,0.0337525614683231,1,1,0,1,0,0,0,0,1,0,1,0
1,30.0,42000.0,1925,404.43243243243245,3,6,3,25,101.83000000000001,11.0,32.0,102.0,54.486486486486484,3,0.8701324897010991,1,1,0,1,0,0,0,0,1,0,1,1
1,25.0,45000.0,1883,316.17391304347825,1,5,2,15,25.61,3.0,44.0,101.0,67.82608695652173,1,0.21883622764652014,1,1,0,1,0,0,1,0,0,0,1,0
0,63.0,71000.0,1686,303.3333333333333,1,5,3,18,52.95,3.0,59.0,86.0,55.111111111111114,1,0.4524552227209388,1,1,0,1,0,1,1,1,0,0,1,0
2,56.0,71000.0,1703,359.61290322580646,4,5,5,17,289.2,19.0,57.0,150.0,92.12903225806451,4,2.4712001966174784,2,1,1,0,0,0,1,0,0,0,1,1
1,55.0,119000.0,1682,435.42857142857144,3,6,2,3,98.37,25.0,80.0,125.0,120.0,2,0.8405669548453022,1,1,0,0,0,1,0,1,0,1,1,0
2,71.0,96000.0,1337,348.0,1,5,5,1,15.64,5.0,47.0,63.0,118.0,1,0.13364305351001857,1,1,0,1,1,1,0,0,0,1,0,0
2,26.0,49000.0,1847,367.0,4,5,4,17,207.48999999999998,25.0,73.0,101.0,63.2,4,1.7729921465980656,2,1,0,1,0,1,1,0,1,0,0,1
2,38.0,51000.0,1769,368.7096774193548,5,6,6,14,198.23,24.0,72.0,120.0,78.19354838709677,5,1.6938658885735918,2,1,0,0,1,1,0,1,1,0,0,1
1,61.0,56000.0,1351,318.94736842105266,1,6,5,7,21.86,3.0,35.0,71.0,97.26315789473684,1,0.18679265663228936,1,1,1,1,0,0,1,0,0,1,0,0
2,54.0,102000.0,1211,381.0,2,4,1,5,127.09,7.0,19.0,80.0,116.0,1,1.0859779840529578,0,1,1,0,0,0,0,0,0,0,1,1
2,68.0,94000.0,1731,285.88235294117646,3,4,2,8,197.19,22.0,64.0,80.0,84.70588235294117,2,1.6849791382123118,0,1,0,0,0,0,1,0,1,0,0,1
2,34.0,33000.0,2036,442.44444444444446,4,4,3,16,122.05,22.0,61.0,85.0,63.111111111111114,3,1.0429114246098314,2,1,0,0,1,0,1,1,1,0,0,0
2,68.0,48000.0,1252,351.6923076923077,3,4,4,15,231.12,18.0,54.0,66.0,63.69230769230769,3,1.9749093687490722,2,1,0,1,0,0,1,1,0,1,0,0
1,61.0,53000.0,1523,328.15384615384613,4,4,4,14,561.97,20.0,60.0,96.0,80.3076923076923,4,4.802006827431274,2,1,1,1,1,0,1,0,0,0,0,0
1,26.0,67000.0,1269,405.14285714285717,5,6,4,6,123.85,19.0,60.0,175.0,137.14285714285714,4,1.0582923386966623,2,1,0,0,0,0,0,1,1,0,1,0
1,40.0,80000.0,1908,307.741935483871,4,5,5,17,362.07,23.0,69.0,81.0,60.38709677419355,4,3.0938708685660115,2,1,0,1,1,0,1,0,0,1,0,0
2,51.0,74000.0,1504,385.5483870967742,3,6,2,20,80.04,6.0,21.0,100.0,64.25806451612904,2,0.6839379797277421,1,1,1,0,0,0,0,0,1,0,1,1
1,81.0,37000.0,2117,297.14285714285717,0,4,3,14,29.56,0.0,24.0,40.0,43.42857142857143,0,0.2525887891148432,1,1,0,0,0,0,1,0,1,1,0,1
1,54.0,83000.0,1118,327.0,0,4,4,0,0.0,0.0,24.0,100.0,186.0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1
1,37.0,39000.0,1009,311.5,0,6,3,3,6.12,0.0,33.0,87.0,138.0,0,0.05229510789522465,1,1,0,1,0,0,0,1,0,0,1,0
1,74.0,61000.0,1231,373.2,3,4,3,10,146.64000000000001,17.0,51.0,75.0,66.0,3,1.253031800940481,2,1,0,0,1,1,0,0,1,0,0,1
1,40.0,49000.0,1929,450.1818181818182,4,4,4,21,77.03999999999999,26.0,78.0,102.0,61.09090909090909,4,0.6583031229163573,3,1,0,1,0,0,1,0,0,0,0,0
1,23.0,54000.0,1486,451.4117647058824,1,3,1,12,39.07,5.0,22.0,30.0,49.411764705882355,1,0.3338512852069325,1,1,0,0,0,0,0,1,1,0,0,0
1,65.0,61000.0,2514,423.6,3,4,3,5,70.17,14.0,42.0,120.0,136.0,3,0.5995993008182866,1,1,1,0,0,0,1,0,1,0,1,0
1,77.0,65000.0,1274,441.0,0,2,2,2,32.65,0.0,10.0,10.0,64.0,0,0.2789926916305694,1,1,0,0,1,0,0,0,0,1,0,0
1,53.0,39000.0,1311,285.14285714285717,0,6,4,11,24.430000000000003,0.0,53.0,84.0,69.71428571428571,0,0.20875318396737555,1,1,0,1,0,1,1,0,1,1,1,0
1,52.0,70000.0,1013,345.27272727272725,1,4,3,3,46.62,5.0,31.0,39.0,93.81818181818181,1,0.39836567484891716,1,1,0,1,1,0,0,0,0,0,0,1
2,59.0,93000.0,1615,337.4117647058824,2,4,3,8,204.32,8.0,19.0,61.0,74.82352941176471,2,1.7459046479007028,0,1,0,1,0,0,0,0,0,1,1,0
2,68.0,86000.0,1775,361.1111111111111,5,6,6,10,258.11,22.0,66.0,135.0,98.66666666666667,5,2.2055376305288292,2,1,1,0,1,0,0,0,0,1,1,0
1,55.0,97000.0,1286,340.2,1,3,3,3,75.03,2.0,20.0,90.0,146.4,1,0.6411277688527297,1,1,1,0,0,0,0,0,1,0,1,0
1,18.0,61000.0,1296,351.0,5,6,3,10,847.52,35.0,100.0,124.0,89.0,3,7.242017948261568,2,1,0,1,0,1,1,0,1,0,0,1
2,39.0,45000.0,1361,454.57142857142856,2,6,3,10,103.01,4.0,15.0,55.0,78.85714285714286,2,0.8802155333802437,1,1,1,0,1,0,0,0,1,0,0,1
1,50.0,60000.0,2386,349.84615384615387,0,6,6,14,54.82,0.0,70.0,70.0,49.84615384615385,0,0.46843428346670185,1,1,0,0,1,1,0,0,0,1,0,1
2,64.0,61000.0,1050,420.94736842105266,3,4,3,9,142.98999999999998,12.0,34.0,50.0,63.1578947368421,3,1.221842725153296,2,1,0,0,1,0,0,0,1,1,0,0
1,49.0,57000.0,1171,354.27272727272725,4,6,6,6,89.79,25.0,75.0,210.0,136.36363636363637,4,0.7672512643647421,3,1,0,0,0,0,1,0,0,1,1,1
1,48.0,79000.0,1460,331.09090909090907,3,4,4,11,261.72999999999996,14.0,42.0,90.0,75.27272727272727,3,2.2364703577478995,2,1,0,0,0,0,1,0,1,1,0,0
1,70.0,74000.0,1711,355.6666666666667,3,4,4,7,122.74,18.0,54.0,66.0,84.0,3,1.04880744167645,2,1,0,1,0,1,0,1,0,1,0,0
1,71.0,119000.0,1044,327.6923076923077,2,5,2,4,109.53,8.0,24.0,81.0,114.46153846153847,2,0.9359286221836529,1,1,0,1,0,0,0,0,0,1,1,1
1,76.0,111000.0,1582,386.8,3,5,2,5,146.22000000000003,20.0,55.0,85.0,91.2,2,1.2494429209868871,0,1,0,0,1,1,0,0,0,1,1,1
1,58.0,31000.0,1806,265.44827586206895,3,5,4,17,148.79,25.0,70.0,70.0,52.96551724137931,3,1.2714034483219732,2,1,0,0,0,1,1,1,0,1,0,1
2,55.0,58000.0,1777,376.90909090909093,2,2,2,5,92.69999999999999,8.0,24.0,36.0,78.54545454545455,2,0.792117075471785,1,1,0,1,1,0,0,0,0,0,0,0
2,83.0,107000.0,1895,256.2857142857143,2,3,3,6,179.72000000000003,10.0,30.0,30.0,72.0,2,1.5356988220473489,0,1,0,0,1,0,0,1,0,1,0,0
1,69.0,33000.0,1094,378.85714285714283,0,4,1,2,3.63,0.0,5.0,5.0,72.0,0,0.031018176741775403,1,1,0,0,0,0,0,1,0,1,0,1
1,61.0,73000.0,1267,340.2857142857143,2,4,3,5,21.929999999999996,8.0,49.0,61.0,94.28571428571429,2,0.18739080329122162,1,1,0,1,1,1,0,1,0,0,0,0
2,69.0,33000.0,1356,375.1764705882353,2,4,3,8,63.239999999999995,7.0,35.0,75.0,88.94117647058823,2,0.540382781583988,1,1,0,0,0,0,1,1,1,0,0,0
